S train_x,D train_x,P(Df|e) train_x,P(D|e) train_x,S valid_x,D valid_x,P(Df|e) valid_x,P(D|e) valid_x,S test_x,D test_x,P(Df|e) test_x,P(D|e) test_x
0,1,,0.9831129312515259,0,0,,0.9865191578865051,0,1,,0.997776985168457
0,1,,0.9797381162643433,0,1,,0.9984385371208191,0,1,,0.997776985168457
0,1,,0.9865191578865051,0,1,,0.5270149111747742,0,1,,0.997776985168457
0,1,,0.9865191578865051,0,1,,0.9797381162643433,1,1,,0.9845970273017883
0,1,,0.9865191578865051,0,1,,0.9860110282897949,0,0,,0.4852273464202881
1,1,,0.9824992418289185,0,1,,0.9860110282897949,0,1,,0.9860110282897949
1,1,,0.9824992418289185,0,1,,0.9797381162643433,1,1,,0.9845970273017883
1,1,,0.9824992418289185,0,1,,0.9965604543685913,0,1,,0.9796736240386963
0,1,,0.9865191578865051,0,1,,0.9984385371208191,0,1,,0.997776985168457
0,1,,0.9865191578865051,1,0,,0.65024334192276,0,1,,0.9972611665725708
1,1,,0.9845970273017883,0,1,,0.9984385371208191,1,0,,0.4235531985759735
1,1,,0.9845970273017883,0,1,,0.5047959089279175,0,1,,0.5270149111747742
0,1,,0.9972611665725708,0,1,,0.9961388111114502,0,1,,0.9984385371208191
0,1,,0.9972611665725708,0,0,,0.9860110282897949,0,1,,0.9984385371208191
1,1,,0.9965461492538452,0,1,,0.9961388111114502,0,1,,0.9865191578865051
1,1,,0.9965461492538452,0,1,,0.9831129312515259,0,1,,0.9965604543685913
0,1,,0.9972611665725708,0,1,,0.9943233728408813,0,1,,0.9831129312515259
0,1,,0.9972611665725708,0,0,,0.9772393107414246,1,1,,0.9776522517204285
0,1,,0.9984385371208191,0,1,,0.4852273464202881,0,1,,0.9865191578865051
0,1,,0.9984385371208191,1,1,,0.9845970273017883,0,0,,0.4627867639064789
0,1,,0.9984385371208191,0,1,,0.9797381162643433,0,0,,0.5047959089279175
0,1,,0.9984385371208191,0,0,,0.5047959089279175,0,0,,0.5047959089279175
0,1,,0.9984385371208191,0,1,,0.9860110282897949,1,1,,0.9776522517204285
0,1,,0.9984385371208191,0,1,,0.5270149111747742,1,1,,0.9776522517204285
0,1,,0.9984385371208191,0,1,,0.9984385371208191,0,1,,0.4554221034049988
0,1,,0.9984385371208191,0,1,,0.9984385371208191,0,0,,0.4554221034049988
0,1,,0.9796736240386963,0,1,,0.9772393107414246,0,1,,0.9965604543685913
0,1,,0.9796736240386963,0,1,,0.9984385371208191,0,1,,0.9961388111114502
0,1,,0.9984385371208191,0,1,,0.9797381162643433,0,1,,0.9860110282897949
0,1,,0.9984385371208191,0,1,,0.9977403283119202,0,1,,0.9984385371208191
1,1,,0.9845970273017883,0,1,,0.9942178726196289,0,0,,0.5270149111747742
1,1,,0.9845970273017883,0,1,,0.9865191578865051,0,1,,0.9984385371208191
0,1,,0.9865191578865051,0,1,,0.5047959089279175,0,1,,0.9984385371208191
0,1,,0.9865191578865051,1,1,,0.9824992418289185,0,1,,0.9984385371208191
0,1,,0.9865191578865051,0,1,,0.9865191578865051,0,0,,0.5047959089279175
1,1,,0.9986129999160767,0,1,,0.9865191578865051,0,1,,0.9984385371208191
1,1,,0.9986129999160767,0,1,,0.9865191578865051,0,1,,0.5047959089279175
1,1,,0.9986129999160767,0,1,,0.9984385371208191,0,0,,0.5347118973731995
0,0,,0.4852273464202881,0,1,,0.9865191578865051,0,1,,0.9972611665725708
0,0,,0.4852273464202881,0,1,,0.9984385371208191,0,0,,0.4806758165359497
0,1,,0.4852273464202881,0,1,,0.9860110282897949,0,1,,0.9943233728408813
0,1,,0.9831129312515259,0,1,,0.9865191578865051,1,1,,0.3536781966686249
0,1,,0.9831129312515259,0,1,,0.9972611665725708,0,1,,0.9984385371208191
0,1,,0.9831129312515259,0,0,,0.4852273464202881,0,1,,0.9984385371208191
0,1,,0.3685782253742218,0,1,,0.9984385371208191,0,0,,0.5047959089279175
0,0,,0.3685782253742218,0,1,,0.9865191578865051,0,1,,0.5614891648292542
0,0,,0.3685782253742218,0,1,,0.9831129312515259,0,1,,0.5069944858551025
0,1,,0.9977403283119202,0,1,,0.9831129312515259,0,0,,0.5047959089279175
0,1,,0.9977403283119202,0,1,,0.5614891648292542,0,1,,0.9942178726196289
0,1,,0.9977403283119202,0,1,,0.9797381162643433,0,1,,0.9942178726196289
0,0,,0.4852273464202881,0,1,,0.9831129312515259,0,1,,0.9972611665725708
0,1,,0.4852273464202881,0,1,,0.9942178726196289,0,1,,0.9984385371208191
0,0,,0.4852273464202881,0,1,,0.9942178726196289,0,1,,0.9772393107414246
0,1,,0.9797381162643433,1,1,,0.9856318831443787,0,1,,0.9772393107414246
0,1,,0.9797381162643433,0,1,,0.9984385371208191,0,1,,0.9984385371208191
0,1,,0.9797381162643433,1,1,,0.9721099734306335,0,1,,0.9797381162643433
0,1,,0.9865191578865051,1,0,,0.3567216396331787,0,1,,0.9796736240386963
0,1,,0.9865191578865051,0,1,,0.9943233728408813,0,1,,0.9984385371208191
0,1,,0.9865191578865051,0,1,,0.9865191578865051,0,1,,0.9865191578865051
1,1,,0.9776522517204285,0,1,,0.9944658279418945,0,1,,0.9865191578865051
1,1,,0.9776522517204285,0,1,,0.9953505992889404,0,1,,0.9860110282897949
1,1,,0.9776522517204285,1,0,,0.39012759923934937,0,1,,0.9984385371208191
0,1,,0.997776985168457,0,1,,0.9860110282897949,0,1,,0.9860110282897949
0,1,,0.997776985168457,0,1,,0.3685782253742218,1,1,,0.9988018274307251
0,1,,0.997776985168457,0,1,,0.9797381162643433,0,1,,0.9865191578865051
0,1,,0.9865191578865051,0,1,,0.9865191578865051,0,1,,0.9984385371208191
0,1,,0.9865191578865051,0,1,,0.9984385371208191,0,0,,0.5047959089279175
0,1,,0.9865191578865051,0,0,,0.5614891648292542,0,1,,0.5047959089279175
0,1,,0.9865191578865051,0,1,,0.9860110282897949,0,1,,0.9984385371208191
0,1,,0.9831129312515259,0,0,,0.5047959089279175,0,1,,0.9984385371208191
0,1,,0.9831129312515259,0,1,,0.9965604543685913,0,1,,0.9860110282897949
0,1,,0.5047959089279175,1,1,,0.9649624228477478,0,0,,0.4852273464202881
0,0,,0.5047959089279175,0,1,,0.9865191578865051,0,1,,0.5347118973731995
0,1,,0.5047959089279175,0,1,,0.9865191578865051,0,1,,0.9984385371208191
0,1,,0.9865191578865051,0,1,,0.9860110282897949,1,1,,0.9649624228477478
0,1,,0.9865191578865051,0,1,,0.9865191578865051,0,0,,0.5614891648292542
0,1,,0.9961388111114502,0,1,,0.5047959089279175,1,1,,0.9845970273017883
0,0,,0.4627867639064789,0,1,,0.9984385371208191,0,1,,0.9865191578865051
0,1,,0.9984385371208191,0,1,,0.5371180772781372,1,1,,0.998399019241333
0,1,,0.9984385371208191,0,1,,0.9984385371208191,1,1,,0.9856318831443787
0,1,,0.9984385371208191,0,1,,0.9961388111114502,0,0,,0.5614891648292542
0,1,,0.9984385371208191,0,1,,0.9772393107414246,0,1,,0.9984385371208191
0,1,,0.9984385371208191,0,1,,0.9865191578865051,1,1,,0.9721099734306335
0,1,,0.9984385371208191,0,1,,0.5371180772781372,0,1,,0.9965604543685913
0,1,,0.9984385371208191,0,1,,0.4852931797504425,1,1,,0.9856318831443787
0,1,,0.9984385371208191,0,0,,0.9796736240386963,0,1,,0.9797381162643433
0,1,,0.9797381162643433,1,1,,0.9965461492538452,1,1,,0.9986129999160767
0,1,,0.9797381162643433,0,1,,0.997776985168457,0,1,,0.9797381162643433
0,1,,0.9797381162643433,0,1,,0.9860110282897949,0,1,,0.9797381162643433
0,1,,0.9797381162643433,0,1,,0.9972611665725708,0,1,,0.9943233728408813
0,1,,0.9797381162643433,1,1,,0.9824992418289185,0,1,,0.9943233728408813
1,1,,0.995731770992279,0,1,,0.9865191578865051,0,1,,0.9977403283119202
1,1,,0.995731770992279,0,1,,0.5047959089279175,1,1,,0.9988018274307251
0,1,,0.9977403283119202,0,1,,0.4852273464202881,0,1,,0.9977403283119202
0,0,,0.4852273464202881,1,0,,0.47452789545059204,0,0,,0.9796736240386963
0,1,,0.9860110282897949,1,1,,0.47452789545059204,0,0,,0.5270149111747742
0,1,,0.9860110282897949,0,1,,0.9860110282897949,0,1,,0.9965604543685913
0,1,,0.5047959089279175,0,1,,0.9989675879478455,0,0,,0.4806758165359497
0,0,,0.5047959089279175,0,1,,0.9984385371208191,0,1,,0.9942178726196289
0,1,,0.5047959089279175,0,1,,0.9965604543685913,0,1,,0.9865191578865051
0,1,,0.5047959089279175,0,1,,0.9865191578865051,0,1,,0.9865191578865051
0,0,,0.5047959089279175,0,1,,0.9944658279418945,0,1,,0.9953505992889404
0,1,,0.5047959089279175,0,1,,0.9984385371208191,0,1,,0.9953505992889404
0,1,,0.5047959089279175,0,1,,0.9984385371208191,1,1,,0.9824992418289185
0,1,,0.5047959089279175,1,1,,0.9988018274307251,1,1,,0.9824992418289185
0,1,,0.9797381162643433,0,1,,0.5047959089279175,0,1,,0.997776985168457
0,1,,0.9797381162643433,0,1,,0.5047959089279175,0,1,,0.5777639746665955
0,1,,0.9797381162643433,0,1,,0.5047959089279175,0,1,,0.5777639746665955
0,1,,0.9797381162643433,0,1,,0.9965604543685913,1,1,,0.9856318831443787
0,1,,0.9797381162643433,1,1,,0.9988018274307251,0,1,,0.9944658279418945
0,1,,0.9965604543685913,0,1,,0.9772393107414246,0,0,,0.5069944858551025
0,1,,0.9965604543685913,0,1,,0.9984385371208191,0,0,,0.5069944858551025
0,0,,0.5047959089279175,0,1,,0.9984385371208191,0,1,,0.9860110282897949
0,0,,0.5047959089279175,0,1,,0.9865191578865051,1,0,,0.47452789545059204
0,1,,0.5047959089279175,0,1,,0.9984385371208191,0,1,,0.9772393107414246
0,0,,0.5614891648292542,0,1,,0.5047959089279175,0,1,,0.9972611665725708
0,0,,0.5614891648292542,0,1,,0.9772393107414246,1,1,,0.9649624228477478
0,1,,0.5614891648292542,1,1,,0.9967010617256165,1,1,,0.9649624228477478
0,1,,0.9984385371208191,0,1,,0.9772393107414246,0,1,,0.9860110282897949
0,1,,0.9984385371208191,0,1,,0.9772393107414246,0,1,,0.9860110282897949
0,1,,0.9984385371208191,1,1,,0.9776522517204285,0,0,,0.4852273464202881
0,1,,0.9965604543685913,0,1,,0.9984385371208191,1,1,,0.9824992418289185
0,1,,0.9965604543685913,0,1,,0.9865191578865051,0,1,,0.9965604543685913
0,1,,0.9772393107414246,0,1,,0.9865191578865051,0,1,,0.5371180772781372
0,1,,0.9772393107414246,0,1,,0.9965604543685913,1,1,,0.998399019241333
0,1,,0.9984385371208191,0,1,,0.9965604543685913,0,1,,0.9772393107414246
0,1,,0.9984385371208191,0,1,,0.9984385371208191,0,1,,0.9961388111114502
0,1,,0.9797381162643433,0,1,,0.9961388111114502,0,1,,0.9865191578865051
0,1,,0.9797381162643433,0,1,,0.9865191578865051,0,0,,0.3685782253742218
0,1,,0.9797381162643433,0,1,,0.9972611665725708,0,0,,0.4852273464202881
0,1,,0.997776985168457,0,1,,0.9965604543685913,0,1,,0.9860110282897949
0,1,,0.997776985168457,0,1,,0.9865191578865051,1,1,,0.9986129999160767
0,1,,0.9772393107414246,0,1,,0.4852273464202881,0,1,,0.9943233728408813
0,1,,0.9772393107414246,1,1,,0.4235531985759735,0,1,,0.9797381162643433
0,1,,0.9865191578865051,1,0,,0.4235531985759735,1,1,,0.9824992418289185
0,1,,0.9865191578865051,1,1,,0.9824992418289185,0,1,,0.9797381162643433
0,1,,0.9865191578865051,0,1,,0.9865191578865051,0,1,,0.9865191578865051
0,1,,0.9984385371208191,0,1,,0.9984385371208191,1,1,,0.9649624228477478
0,1,,0.9984385371208191,0,0,,0.9865191578865051,1,1,,0.9649624228477478
0,1,,0.9860110282897949,1,1,,0.9824992418289185,0,1,,0.9984385371208191
0,1,,0.9860110282897949,0,1,,0.9772393107414246,0,1,,0.9977403283119202
0,1,,0.9860110282897949,1,1,,0.9845970273017883,1,0,,0.3536781966686249
1,1,,0.998399019241333,1,1,,0.9845970273017883,1,0,,0.3536781966686249
1,1,,0.998399019241333,0,0,,0.4806758165359497,0,0,,0.5047959089279175
1,1,,0.9824992418289185,0,1,,0.9984385371208191,1,1,,0.9965461492538452
1,1,,0.9824992418289185,0,1,,0.9797381162643433,0,1,,0.9865191578865051
1,1,,0.9824992418289185,0,0,,0.5069944858551025,0,0,,0.5047959089279175
0,1,,0.5347118973731995,0,1,,0.9865191578865051,0,1,,0.9984385371208191
0,1,,0.5347118973731995,1,0,,0.37355631589889526,0,1,,0.9865191578865051
0,1,,0.9984385371208191,0,1,,0.9831129312515259,0,1,,0.9984385371208191
0,1,,0.9984385371208191,0,1,,0.9860110282897949,0,1,,0.9865191578865051
0,0,,0.9984385371208191,0,1,,0.9860110282897949,0,1,,0.9865191578865051
0,1,,0.4852273464202881,0,1,,0.5047959089279175,0,1,,0.9865191578865051
0,0,,0.4852273464202881,0,1,,0.9772393107414246,0,1,,0.9977403283119202
0,1,,0.4852273464202881,0,1,,0.9796736240386963,0,1,,0.9977403283119202
0,1,,0.9984385371208191,0,1,,0.9772393107414246,0,0,,0.5270149111747742
0,1,,0.9984385371208191,0,1,,0.9797381162643433,0,1,,0.9943233728408813
0,1,,0.9865191578865051,0,1,,0.9972611665725708,0,1,,0.9865191578865051
0,1,,0.9865191578865051,0,1,,0.9797381162643433,0,1,,0.9984385371208191
0,1,,0.9865191578865051,0,1,,0.9984385371208191,0,1,,0.9796736240386963
0,1,,0.4852273464202881,0,1,,0.9984385371208191,0,0,,0.5347118973731995
1,1,,0.9967010617256165,0,1,,0.9984385371208191,0,0,,0.5047959089279175
0,1,,0.9984385371208191,1,1,,0.44626155495643616,0,1,,0.9965604543685913
0,1,,0.9984385371208191,1,1,,0.9856318831443787,0,1,,0.9984385371208191
0,1,,0.9984385371208191,0,1,,0.9865191578865051,0,1,,0.9984385371208191
0,1,,0.9961388111114502,0,1,,0.9984385371208191,0,0,,0.5371180772781372
1,1,,0.38010555505752563,1,0,,0.37355631589889526,0,1,,0.9965604543685913
1,0,,0.38010555505752563,0,1,,0.5047959089279175,0,0,,0.4852931797504425
0,0,,0.49726420640945435,0,1,,0.5047959089279175,0,1,,0.9984385371208191
0,0,,0.49726420640945435,0,1,,0.9831129312515259,0,1,,0.9984385371208191
0,1,,0.49726420640945435,0,1,,0.3699759840965271,0,1,,0.9865191578865051
0,1,,0.9965604543685913,0,1,,0.9965604543685913,0,1,,0.9965604543685913
0,1,,0.9965604543685913,0,1,,0.9984385371208191,0,1,,0.9865191578865051
0,1,,0.9965604543685913,0,1,,0.9984385371208191,0,1,,0.9865191578865051
0,1,,0.9860110282897949,0,1,,0.9860110282897949,0,1,,0.9972611665725708
0,1,,0.9860110282897949,0,1,,0.9965604543685913,0,1,,0.9865191578865051
0,1,,0.9860110282897949,0,1,,0.9965604543685913,1,1,,0.9824992418289185
0,0,,0.5371180772781372,1,1,,0.9965461492538452,0,1,,0.9865191578865051
0,0,,0.5371180772781372,0,1,,0.9977403283119202,0,1,,0.4852273464202881
0,1,,0.5371180772781372,0,0,,0.5047959089279175,1,1,,0.9824992418289185
0,0,,0.49726420640945435,0,1,,0.9865191578865051,1,1,,0.9824992418289185
0,1,,0.49726420640945435,1,1,,0.989928662776947,0,1,,0.9984385371208191
0,1,,0.9865191578865051,0,1,,0.9984385371208191,0,1,,0.9965604543685913
0,1,,0.9865191578865051,0,1,,0.9797381162643433,1,1,,0.9845970273017883
0,1,,0.9865191578865051,1,1,,0.9776522517204285,0,1,,0.9972611665725708
0,1,,0.9860110282897949,0,1,,0.9772393107414246,0,1,,0.9797381162643433
0,1,,0.9860110282897949,1,1,,0.9967010617256165,0,1,,0.9860110282897949
0,1,,0.9972611665725708,0,1,,0.9977403283119202,0,0,,0.5371180772781372
0,1,,0.9972611665725708,0,1,,0.997776985168457,0,1,,0.9860110282897949
0,1,,0.9972611665725708,0,1,,0.997776985168457,0,0,,0.5047959089279175
0,1,,0.9984385371208191,1,1,,0.9967010617256165,0,1,,0.9796736240386963
0,1,,0.9984385371208191,0,1,,0.9865191578865051,0,1,,0.9772393107414246
0,1,,0.9984385371208191,1,1,,0.998399019241333,0,1,,0.9972611665725708
0,0,,0.5371180772781372,0,1,,0.9977403283119202,0,1,,0.9860110282897949
0,1,,0.5371180772781372,0,0,,0.5614891648292542,1,1,,0.998399019241333
0,1,,0.9860110282897949,0,1,,0.9965604543685913,0,1,,0.9972611665725708
0,1,,0.9860110282897949,0,0,,0.5270149111747742,1,0,,0.44626155495643616
0,1,,0.9972611665725708,0,1,,0.9831129312515259,0,1,,0.9865191578865051
0,1,,0.9972611665725708,0,1,,0.4627867639064789,0,1,,0.9984385371208191
0,1,,0.9972611665725708,0,1,,0.9961388111114502,1,1,,0.9824992418289185
1,1,,0.995675265789032,1,1,,0.9997095465660095,0,1,,0.9984385371208191
1,1,,0.995675265789032,0,1,,0.9772393107414246,1,1,,0.9856318831443787
1,1,,0.9824992418289185,0,1,,0.4852273464202881,0,1,,0.5047959089279175
0,1,,0.9984385371208191,0,0,,0.4852273464202881,1,1,,0.9776522517204285
0,1,,0.9984385371208191,0,0,,0.5347118973731995,0,1,,0.9977403283119202
0,1,,0.9984385371208191,0,1,,0.9965604543685913,0,1,,0.9865191578865051
0,1,,0.9865191578865051,0,1,,0.9984385371208191,0,1,,0.9984385371208191
0,1,,0.9865191578865051,0,1,,0.9965604543685913,0,1,,0.9865191578865051
0,1,,0.9865191578865051,0,1,,0.9943233728408813,0,1,,0.9865191578865051
1,1,,0.9923716187477112,0,1,,0.9865191578865051,0,1,,0.9977403283119202
1,1,,0.9923716187477112,0,1,,0.9965604543685913,1,1,,0.9649624228477478
0,1,,0.9831129312515259,1,1,,0.9845970273017883,0,1,,0.9797381162643433
0,1,,0.9831129312515259,0,1,,0.9796736240386963,0,1,,0.9984385371208191
0,1,,0.9984385371208191,1,1,,0.9721099734306335,0,1,,0.9984385371208191
0,1,,0.9865191578865051,1,1,,0.9845970273017883,0,1,,0.9860110282897949
0,1,,0.9865191578865051,1,1,,0.3634119927883148,0,1,,0.9860110282897949
0,1,,0.9865191578865051,0,0,,0.5047959089279175,0,1,,0.9865191578865051
0,1,,0.9984385371208191,1,1,,0.9997095465660095,0,1,,0.9865191578865051
0,1,,0.9984385371208191,0,1,,0.9984385371208191,0,1,,0.9865191578865051
